0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.4341326,0.120203175,0.08097861,-0.14986517,-0.15609893,-0.04444836,-0.5656227,0.1706743,-0.13126531,-0.11449597,-0.13689905,-0.11287372,-0.09086396,1.3613118,1.0
2.254571,-0.13864613,-2.2783432,2.0827951,-0.07520838,-0.6349552,-1.2975858,-1.1923802,-0.12710018,-0.11237813,-0.13095064,-0.110914536,-0.0907702,-0.47088614,0.0
-0.20612177,0.6799928,0.07314744,-0.13459453,-0.157442,0.11148816,-0.63037974,0.1789786,-0.13129291,-0.114509486,-0.13694108,-0.11288784,-0.090864815,1.9057169,1.0
2.2609553,-2.5633848,-3.358627,0.5870156,-0.157442,1.0808631,-0.5372915,-1.3330029,-0.13228813,-0.11501928,-0.13836399,-0.1133566,-0.09088747,-0.35877183,0.0
2.256395,-0.57536286,-2.4933052,0.3865227,-0.157442,0.526444,-0.38596517,-1.2085301,-0.13179809,-0.114769794,-0.13766888,-0.11312784,-0.090876475,-0.44968843,0.0
-0.6767361,2.882145,-3.5234895,5.6452885,0.020726353,-1.0121005,-2.1876655,-1.3147427,-0.05587604,-0.073524244,-0.031881623,-0.07459456,-0.084379904,-0.37188357,0.0
2.2627792,-1.3287028,-3.2229116,-0.13309759,-0.157442,2.200776,0.6398735,-1.3362604,-0.13262905,-0.11519124,-0.1388497,-0.113516584,-0.09089491,-0.32987767,0.0
-0.48611906,-0.8102282,0.12502801,-0.16897808,-0.043280423,-0.39606994,-0.49951658,0.44733182,-0.13109979,-0.114414856,-0.13666788,-0.11279786,-0.09086054,0.38340884,1.0
-0.2845575,0.5467421,0.1387322,-0.1525252,-0.028058875,-0.45110637,-0.5656227,0.45861834,-0.13137569,-0.114554554,-0.13706526,-0.11292861,-0.09086653,0.4167756,1.0
2.229946,-1.4801717,-0.3448318,-0.25813884,-0.15386046,-0.46945184,1.0802851,-0.7057749,-0.13135728,-0.11454103,-0.13703279,-0.11291811,-0.09086653,-0.95193726,0.0
-0.5143924,-1.5659304,0.93651426,-0.24651346,-0.157442,0.6924282,0.27621865,0.8434614,-0.13281952,-0.115289085,-0.13912667,-0.113608174,-0.09089906,-0.1653191,1.0
-0.6895047,0.7900099,-0.7021206,-0.26592192,-0.157442,0.36220965,1.4108157,-0.76518977,-0.13168836,-0.11471678,-0.13751422,-0.11307671,-0.09087423,-0.6202959,0.0
-0.463318,0.03840785,0.45686623,-0.156466,-0.10774814,-0.2279031,-0.5399897,0.328548,-0.13150443,-0.11461764,-0.13724294,-0.112987116,-0.090869956,0.80461365,1.0
-0.39309064,-2.2224805,0.6780916,-0.13006261,-0.15296508,0.1206609,-0.65331453,0.19627544,-0.13172513,-0.1147303,-0.13756007,-0.11309204,-0.09087509,2.143337,1.0
-0.55452234,0.6641581,0.6705786,-0.26418635,-0.157442,0.41653243,0.11406786,0.9321019,-0.13284497,-0.11530155,-0.13916254,-0.11361933,-0.09090008,-0.9162509,0.0
-0.35296074,-0.079194464,0.6320848,-0.2637545,-0.157442,0.5426068,0.18043222,0.8931037,-0.13261719,-0.11518543,-0.13884011,-0.11351375,-0.09089478,-0.87709844,0.0
-0.7123058,0.6676927,-0.15493001,-0.26070035,-0.15162201,-0.2707092,1.169326,-0.66819906,-0.13152283,-0.11463116,-0.13727541,-0.11299761,-0.090869956,-1.0554148,0.0
2.2399783,-0.8873086,0.19746448,-0.24976462,-0.13953431,-0.50920033,0.9480728,-0.86892486,-0.1313389,-0.114536524,-0.13700987,-0.11291005,-0.09086567,-0.75403315,0.0
-0.39673883,-2.6186109,0.21606334,-0.13252561,-0.15475585,0.12983364,-0.6330779,0.18420896,-0.13176192,-0.11474832,-0.13760975,-0.11310778,-0.09087509,2.0733614,1.0
-0.44142893,-0.16406487,0.084894195,-0.15538229,-0.157442,-0.0964272,-0.5575281,0.2345854,-0.1315688,-0.114649184,-0.13733464,-0.11301739,-0.09087081,1.2233868,1.0
-0.34840053,0.12261895,0.66489226,-0.26592192,-0.157442,0.84457856,0.38016295,0.8518574,-0.13245341,-0.11510411,-0.13860439,-0.11343572,-0.09089156,-0.7944952,0.0
-0.39126655,-1.8030483,0.48035902,-0.14553027,-0.157442,0.2368489,-0.59125566,0.22031666,-0.13097103,-0.11435177,-0.13649021,-0.11273894,-0.090857975,2.1825125,1.0
-0.5426657,-0.28982264,-0.05151725,-0.25247777,-0.157442,0.71641105,0.23833832,0.87516457,-0.13245583,-0.11510429,-0.13860781,-0.113436855,-0.09089122,-0.69739956,0.0
-0.7031854,0.74201417,-0.12927258,-0.25584802,-0.157442,-0.42729965,1.0503175,-0.77872443,-0.13149916,-0.1146153,-0.1372392,-0.11298619,-0.09086919,-0.8750505,0.0
