0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.28090933,0.48729184,0.6506832,-0.16040681,-0.06297889,-0.3868972,-0.54943347,0.43829343,-0.13159639,-0.11466721,-0.13737668,-0.11303151,-0.09087167,0.4828337,1.0
-0.5125683,-1.5129719,0.50189435,-0.24227709,-0.157442,0.63739175,0.23439641,0.81639206,-0.13292988,-0.11534315,-0.13927951,-0.113658205,-0.09090163,-0.13195235,1.0
-0.34840053,0.03701208,0.54550725,-0.2648366,-0.157442,0.7903035,0.33694944,0.86296046,-0.13248849,-0.115122356,-0.13865677,-0.11345283,-0.09089221,-0.7891579,0.0
-0.26814073,0.5207753,0.5527958,-0.15291929,-0.108643524,-0.26459405,-0.56022626,0.31276524,-0.13121934,-0.11447343,-0.13684174,-0.11285475,-0.09086311,0.73261166,1.0
-0.6885927,0.7186187,-0.7285084,-0.26592192,-0.157442,1.1871259,1.7838775,-0.7778527,-0.1315161,-0.11462335,-0.13726181,-0.11299315,-0.090869956,-0.598466,0.0
-0.40221107,-2.555607,0.6859228,-0.1319345,-0.15430816,0.11148816,-0.6438708,0.21504045,-0.13117336,-0.11445091,-0.13676915,-0.11283135,-0.09086225,1.9736663,1.0
-0.2799973,0.5125752,0.5302818,-0.15725417,-0.063874274,-0.3716093,-0.5467352,0.44957995,-0.13135728,-0.11454554,-0.13703851,-0.11292013,-0.09086653,0.49701798,1.0
-0.26814073,0.68955946,0.00071097416,-0.15173705,-0.1041666,-0.25847888,-0.5656227,0.30001056,-0.131578,-0.11465819,-0.13735184,-0.113023035,-0.09087167,0.73031515,1.0
-0.4551096,-0.29977557,0.4842746,-0.16011126,-0.1462497,-0.1545212,-0.5332442,0.25339627,-0.1313205,-0.11452301,-0.1369812,-0.112901166,-0.09086567,0.9618562,1.0
-0.34475234,0.071063705,0.57048804,-0.25959837,-0.157442,0.82424444,0.34142625,0.8920485,-0.13216214,-0.11495344,-0.13818657,-0.113298245,-0.09088425,-0.73236406,0.0
-0.5180406,-1.6803893,0.8768033,-0.2496661,-0.157442,0.73523426,0.32613552,0.8870475,-0.13258041,-0.11516741,-0.13878852,-0.11349599,-0.090893924,-0.2301614,1.0
-0.2927659,0.36565784,0.9208523,-0.1872043,-0.011046561,-0.51531553,-0.43475953,0.49844235,-0.13101701,-0.114369795,-0.13654943,-0.11275872,-0.090858825,0.2565611,1.0
