0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.7013613,0.79492724,-0.5057506,-0.25693002,-0.157442,-0.41865543,1.0492556,-0.7960671,-0.13155504,-0.11464435,-0.13731815,-0.11301205,-0.09087104,-0.8488493,0.0
-0.3456644,0.2324071,0.04769688,-0.25951812,-0.157442,0.8177889,0.34097567,0.87355876,-0.13273674,-0.115244016,-0.13900632,-0.113567814,-0.090897344,-0.74471205,0.0
2.2600431,-2.6697245,-3.518341,5.5966196,-0.034326572,-0.79967034,-2.0172594,-1.3108888,-0.10092633,-0.0980029,-0.09464489,-0.097465135,-0.08824623,-0.37024778,0.0
-0.5399296,-0.6380957,1.3075076,-0.24562678,-0.157442,0.7658101,0.203367,0.9321478,-0.13124692,-0.114486955,-0.13687614,-0.11286646,-0.09086396,-0.6420451,1.0
-0.19973747,0.50164187,0.6927749,-0.13173744,-0.1511743,0.11454575,-0.63577616,0.18875109,-0.13159639,-0.11466721,-0.13737859,-0.11303151,-0.09087167,2.022433,1.0
-0.3629932,-0.23380631,0.26262504,-0.26437008,-0.15252517,-1.2032708,-0.3204282,0.987204,-0.13326551,-0.115481675,-0.13980871,-0.11378105,-0.09084315,-1.0784484,0.0
-0.22162652,0.6594926,0.17397171,-0.15085036,-0.157442,0.010588061,-0.5737173,0.19700952,-0.13179871,-0.11477085,-0.13767089,-0.11312836,-0.0908768,1.611495,1.0
-0.6803843,2.0439332,-2.9966013,-0.25459212,-0.157442,1.8818264,1.5888976,-1.2387651,-0.13191827,-0.11483394,-0.13784283,-0.11318526,-0.090879366,-0.45373225,0.0
-0.34475234,0.13682286,0.031526327,-0.25335547,-0.157442,0.7362883,0.26821625,0.87131065,-0.13236889,-0.11505926,-0.13847712,-0.11339376,-0.09088878,-0.7185935,0.0
-0.6849445,1.2394782,0.16794972,0.15212174,-0.157442,0.8579883,-0.2260251,-1.1379663,-0.13270389,-0.115232415,-0.13896616,-0.11355499,-0.0908969,-0.5332349,0.0
-0.45693368,-0.24264865,0.03203491,-0.15873198,-0.13774353,-0.17898183,-0.5426879,0.2563785,-0.13166995,-0.11470326,-0.13747984,-0.1130654,-0.090873376,0.9243017,1.0
-0.43778077,-0.006965816,0.65361977,-0.15232816,-0.15699431,-0.071966566,-0.5480843,0.18498892,-0.13207461,-0.11491055,-0.13806444,-0.1132575,-0.09088279,1.3009274,1.0
-0.48794314,-1.0576645,0.61152816,-0.17084996,-0.027611183,-0.4449912,-0.48872373,0.46839082,-0.13144925,-0.1145906,-0.13717225,-0.11296371,-0.09086824,0.33666837,1.0
-0.43322057,0.15334505,0.03986571,-0.14158946,-0.13953431,-0.123945415,-0.60609585,0.17296831,-0.13191827,-0.114829436,-0.13784283,-0.11318445,-0.090879366,1.3790083,1.0
-0.69862515,0.616565,0.0138445785,-0.2530202,-0.15164208,-0.45735887,0.9859083,-0.8450672,-0.13155206,-0.11464098,-0.1373102,-0.11300966,-0.09087085,-0.79672706,0.0
-0.25628415,0.5269254,0.5488803,-0.15912606,-0.145802,-0.17898183,-0.54403704,0.24738598,-0.13151363,-0.114622146,-0.13725631,-0.11299156,-0.090869956,0.94307894,1.0
-0.69953716,0.61029243,0.048675593,-0.25390247,-0.1525174,-0.44193363,1.0060843,-0.8380934,-0.1318171,-0.11477987,-0.13769954,-0.11313764,-0.0908768,-0.804421,0.0
2.2436264,0.25052318,-0.16949713,-0.2471514,-0.13859305,-0.50694597,0.9127853,-0.7875334,-0.13150054,-0.11461716,-0.1372384,-0.11298574,-0.090869635,-0.6924684,0.0
2.2381542,-1.4405063,-0.15795203,-0.2547997,-0.157442,-0.38521314,1.0194093,-0.8462601,-0.13162501,-0.11468124,-0.13742042,-0.11304582,-0.090872526,-0.7857637,0.0
-0.6785602,2.2123806,-2.5543666,5.6452885,2.0629435,-4.045795,-4.063564,-1.2225235,1.6535219,0.7941349,2.414996,0.7276784,-0.050592657,-0.42107385,0.0
-0.35478485,-0.18101163,0.8092607,-0.2628678,-0.157442,0.38972786,0.12107161,0.9562349,-0.13298506,-0.1153747,-0.13936166,-0.11368525,-0.090903334,-0.9227582,0.0
-0.35296074,-0.1044963,0.80023164,-0.26431033,-0.157442,0.5575035,0.2021549,0.9093453,-0.13283648,-0.11529739,-0.13915184,-0.11361612,-0.09089969,-0.88405365,0.0
-0.67399997,2.1352868,-3.132234,-0.15519504,-0.157442,2.2882664,0.71579754,-1.337958,-0.13272703,-0.11523932,-0.13899226,-0.11356316,-0.09089734,-0.32486582,0.0
-0.27543706,0.56450886,0.1436265,-0.14553027,-0.063874274,-0.37772447,-0.5804629,0.38644883,-0.13149522,-0.11461314,-0.13722956,-0.11298268,-0.0908691,0.58496034,1.0
-0.35478485,-0.15299484,0.5244084,-0.26276928,-0.157442,0.36220965,0.08329668,0.9547208,-0.13294826,-0.11535668,-0.139312,-0.1136687,-0.09090248,-0.92424417,0.0
-0.71321785,0.85306865,-0.6974313,-0.26198977,-0.1474355,-0.24791172,1.1969247,-0.6685661,-0.1310872,-0.11440869,-0.1366503,-0.11279189,-0.09086014,-1.0683216,0.0
2.234506,-1.4570295,-0.48314354,-0.2561805,-0.157442,-0.42664573,1.0226029,-0.7801926,-0.13163206,-0.11468468,-0.13742864,-0.113047965,-0.0908725,-0.8573838,0.0
-0.5572584,0.67867184,0.42445755,-0.2633604,-0.157442,0.15832825,0.054994464,0.97454107,-0.13316596,-0.11546483,-0.13962215,-0.113770805,-0.09090734,-0.96900296,0.0
-0.41680378,-0.56757534,0.54985934,-0.17232776,-0.157442,0.29188532,-0.49277103,0.19700952,-0.13064915,-0.114185035,-0.13602214,-0.112584785,-0.090850264,1.6983566,1.0
-0.30097428,0.22352378,0.72311974,-0.23134135,-0.157442,0.47839764,0.085994884,0.6149322,-0.13287468,-0.115316115,-0.13920118,-0.11363238,-0.09090077,0.10269573,1.0
-0.3629932,-0.26984543,0.66634524,-0.2657249,-0.15072662,-1.1360041,-0.2742161,0.9953248,-0.13328853,-0.1155189,-0.1398068,-0.11381964,-0.090893924,-1.0728412,0.0
-0.50709605,-1.4506515,0.73976076,-0.23439547,-0.157442,0.512031,0.1183734,0.7111888,-0.13294826,-0.11535217,-0.13930817,-0.113667496,-0.09090248,-0.013480053,1.0
-0.56273067,0.30865753,0.97497785,-0.26592192,-0.157442,-1.114601,-0.25712565,1.0036291,-0.13327934,-0.115506716,-0.13980356,-0.11380561,-0.09087686,-1.0736116,0.0
-0.34840053,0.0060366495,0.7292597,-0.26592192,-0.157442,0.77108616,0.34122074,0.8510775,-0.13241486,-0.11508179,-0.13854572,-0.11341605,-0.0908905,-0.7950877,0.0
-0.41862786,-0.321164,0.45980275,-0.14158946,-0.157442,0.06868206,-0.5966521,0.227841,-0.13110898,-0.11441936,-0.13667935,-0.112801895,-0.09086054,1.6636391,1.0
2.2582192,-2.1169913,-2.7510772,5.6452885,3.7987273,-4.6571975,-4.193584,-1.2719364,3.9624748,2.3225963,5.34035,2.1931298,0.65237993,-0.40060535,0.0
2.23633,-1.4778128,-0.28202522,-0.25258705,-0.14675488,-0.46492517,0.9788229,-0.8356159,-0.13162877,-0.11467903,-0.1374188,-0.113044955,-0.09087261,-0.830372,0.0
2.2317698,-1.7981967,-0.29197252,-0.25666103,-0.157442,-0.43887603,1.0573503,-0.7373405,-0.13166995,-0.11470326,-0.13748366,-0.11306662,-0.090873376,-0.9153284,0.0
-0.6849445,1.3830049,-0.28643072,0.3878395,-0.157442,0.40417072,-0.42475984,-1.1698989,-0.13296373,-0.11536084,-0.13933015,-0.113674946,-0.090902254,-0.526765,0.0
-0.30644655,0.11008987,0.74367636,-0.23508511,-0.157442,0.54872197,0.12376982,0.6961401,-0.13294826,-0.11535668,-0.1393139,-0.113669105,-0.09090248,0.001109464,1.0
-0.51530445,-1.5830139,0.83079606,-0.24454305,-0.157442,0.63739175,0.24384014,0.87654096,-0.1326264,-0.11518994,-0.13885348,-0.113517776,-0.09089478,-0.17518054,1.0
-0.68403244,1.5920448,-1.0099593,0.08374853,-0.157442,0.5765417,-0.15370572,-1.2113746,-0.13257714,-0.11516581,-0.13878365,-0.11349476,-0.090893924,-0.51065224,0.0
2.2418025,-0.10895067,0.05540184,-0.25116807,-0.157442,-0.43319085,0.96347946,-0.83685464,-0.13130437,-0.11451961,-0.1369637,-0.112895675,-0.0908653,-0.7211475,0.0
-0.5417537,-0.36862355,0.42527643,-0.24815878,-0.157442,0.6498251,0.18353358,0.8906721,-0.1325893,-0.11517175,-0.13880144,-0.11350046,-0.09089418,-0.6847555,0.0
-0.3985629,-2.6704078,0.12698543,-0.13291968,-0.15565124,0.13289122,-0.6276815,0.18875109,-0.13185388,-0.11479338,-0.13774158,-0.113151364,-0.09087766,2.0339155,1.0
2.235418,-1.453036,-0.50985587,-0.2529373,-0.15443559,-0.45647505,0.98089135,-0.7800549,-0.13181016,-0.114776276,-0.13768522,-0.11313294,-0.09087684,-0.84059167,0.0
-0.22071446,0.6813595,0.091746286,-0.15154,-0.157442,0.04422143,-0.57641554,0.19700952,-0.13185388,-0.11479789,-0.13775112,-0.11315418,-0.09087766,1.6297319,1.0
-0.2590203,0.651976,0.21018995,-0.15626897,-0.13595277,-0.18815456,-0.54943347,0.3052409,-0.13155042,-0.11464468,-0.13731554,-0.11301132,-0.09087081,0.9057946,1.0
-0.21797834,0.50300854,0.630127,-0.15833789,-0.157442,0.1940428,-0.5426879,0.21430635,-0.13144925,-0.1145906,-0.13717034,-0.11296331,-0.09086824,1.6825514,1.0
-0.20247361,0.54537535,0.36680964,-0.13085076,-0.15072662,0.10843059,-0.6425217,0.20829605,-0.13148603,-0.11461314,-0.13722193,-0.112980664,-0.0908691,1.9712347,1.0
-0.30006224,0.22284043,0.74073946,-0.23153839,-0.157442,0.44476426,0.071154736,0.59690124,-0.1328655,-0.11531161,-0.13919164,-0.113629155,-0.09090077,0.118230864,1.0
2.2454505,0.0033207047,0.11649595,-0.24641493,-0.14517611,-0.5070565,0.8919479,-0.8206589,-0.1315725,-0.11465551,-0.13734576,-0.11302119,-0.0908715,-0.65078545,0.0
