0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2.2308578,-1.7945105,-0.3654198,-0.25944212,-0.157442,-0.40899897,1.0911938,-0.73142195,-0.13142559,-0.11457901,-0.1371336,-0.11295135,-0.09086805,-0.92323685,0.0
-0.2763491,0.651976,0.15243638,-0.16897808,-0.0862589,-0.301285,-0.49816746,0.42251065,-0.13141246,-0.11457258,-0.13711494,-0.11294514,-0.090867385,0.5656427,1.0
-0.67399997,2.2685425,-3.2168984,-0.123325914,-0.157442,2.2651017,0.604528,-1.3631463,-0.13258494,-0.11516963,-0.13878812,-0.113496326,-0.09089385,-0.333325,0.0
-0.23986737,0.68614286,0.042802587,-0.14700808,-0.1511743,-0.10865752,-0.57506645,0.227841,-0.13153201,-0.11463566,-0.13728687,-0.113001645,-0.090869956,1.2571589,1.0
2.2272096,-0.52069837,-0.06291599,-0.25823736,-0.134162,-0.4449912,1.1072671,-0.6847159,-0.13117336,-0.11445091,-0.13676915,-0.112830944,-0.09086225,-0.9907076,0.0
2.2372422,-1.5129036,-0.5474587,-0.25281873,-0.15699431,-0.417473,0.9939424,-0.8396074,-0.13173434,-0.1147348,-0.13757154,-0.11309527,-0.09087509,-0.7984772,0.0
2.2253857,0.347481,-0.6903742,-0.2580403,-0.15654662,-0.30740014,1.1153618,-0.71403337,-0.13139406,-0.11456357,-0.13709202,-0.11293789,-0.090867385,-1.0256953,0.0
-0.40221107,-2.5669506,0.1348166,-0.13626938,-0.157442,0.15429427,-0.6249833,0.20375392,-0.13147685,-0.11460862,-0.13721427,-0.11297743,-0.0908691,1.9769083,1.0
-0.42227602,0.0561062,0.65361977,-0.14671251,-0.15072662,-0.01693015,-0.5710191,0.18498892,-0.13186309,-0.1148024,-0.13775685,-0.1131562,-0.09087766,1.5923125,1.0
-0.20794587,0.4968585,0.70256346,-0.13311674,-0.15386046,0.08396996,-0.634427,0.19021925,-0.13197345,-0.114856474,-0.13791734,-0.11320907,-0.09088022,1.8608676,1.0
2.234506,-1.4453897,-0.4025854,-0.25735068,-0.157442,-0.417473,1.0573503,-0.82079655,-0.1315412,-0.11463566,-0.13729453,-0.11300407,-0.09087081,-0.8499457,0.0
-0.69953716,0.64680934,-0.17960536,-0.25242466,-0.15134539,-0.45794111,0.9758269,-0.8425438,-0.131578,-0.11465819,-0.13735257,-0.11302367,-0.09087167,-0.8058235,0.0
-0.40585926,-2.2166722,0.5293027,-0.12799369,-0.15296508,0.087027535,-0.63712525,0.17673048,-0.1315688,-0.11465369,-0.1373442,-0.113020614,-0.09087167,1.9069327,1.0
2.2281218,-0.990299,0.0046990016,-0.25542158,-0.1541502,-0.4610644,1.0620906,-0.6750352,-0.13156793,-0.114651375,-0.13733892,-0.11301884,-0.090871304,-0.9733288,0.0
-0.19244114,0.5091586,0.6438312,-0.13439749,-0.157442,0.20321554,-0.6263324,0.21054418,-0.13142167,-0.114577085,-0.13713022,-0.11295039,-0.09086824,2.1594124,1.0
-0.24898781,0.6881928,0.035950497,-0.14986517,-0.15072662,-0.1545212,-0.5710191,0.22329888,-0.13155961,-0.11464468,-0.13732126,-0.11301334,-0.09087081,1.0869478,1.0
-0.2508119,0.51394194,0.620338,-0.15439709,-0.15162201,-0.17592426,-0.5642736,0.2563785,-0.13170676,-0.11472128,-0.13753143,-0.113081954,-0.09087423,1.0493933,1.0
2.2390661,-1.2920496,-0.3505192,-0.25166622,-0.15149552,-0.44897142,0.965179,-0.85456437,-0.1315013,-0.1146161,-0.13723776,-0.11298548,-0.090869665,-0.7738503,0.0
