0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.5025358,-1.4966401,0.49014798,-0.2331147,-0.157442,0.51508856,0.099485934,0.6570502,-0.13301264,-0.115388215,-0.1394037,-0.113698974,-0.09090419,0.06608685,1.0
2.2445385,0.19721529,-0.3546204,-0.24690753,-0.14669739,-0.4877973,0.8981559,-0.8448378,-0.13168836,-0.11471227,-0.13750659,-0.11307428,-0.09087423,-0.6712241,0.0
-0.6940649,0.62054247,0.08097861,-0.2501587,-0.14087738,-0.48473972,0.93728,-0.83584523,-0.13194585,-0.11484296,-0.13787723,-0.11319615,-0.090879366,-0.7158032,0.0
-0.35478485,-0.15777817,0.5674787,-0.26296633,-0.157442,0.37443995,0.0913913,0.9592171,-0.13293907,-0.11534766,-0.1392948,-0.11366346,-0.09090248,-0.9241091,0.0
2.2372422,-1.5209122,0.050422035,-0.2529409,-0.15162201,-0.45648697,0.98180044,-0.8457554,-0.13159615,-0.11466709,-0.13737872,-0.1130315,-0.09087209,-0.81246156,0.0
-0.53172123,-1.4739532,0.076084316,-0.25725216,-0.157442,0.9614951,0.36660868,0.8960859,-0.13147685,-0.11460412,-0.13720472,-0.112974204,-0.0908691,-0.49331307,1.0
2.2235615,0.67992437,-0.47404313,-0.25813884,-0.14401123,-0.2859971,1.143693,-0.66819906,-0.13127452,-0.11450048,-0.13691816,-0.11288018,-0.090864815,-1.0612235,0.0
-0.49250337,-1.3528659,1.0069933,-0.17577596,-0.011941946,-0.48168215,-0.46174163,0.5059667,-0.13138488,-0.114559054,-0.1370729,-0.11293103,-0.090867385,0.26534185,1.0
-0.53172123,-1.5277319,0.50874645,-0.26207966,-0.157442,1.0318195,0.4327148,0.8953519,-0.13117336,-0.11445091,-0.13676915,-0.11283135,-0.09086225,-0.48061478,1.0
-0.2717889,0.68682617,-0.0041833213,-0.16286983,-0.09252659,-0.2737668,-0.5345933,0.3353383,-0.13172513,-0.1147303,-0.13755818,-0.11309122,-0.09087423,0.6656079,1.0
2.2627792,-0.17854308,-3.0371354,-0.21118432,-0.157442,2.599157,1.0535743,-1.340665,-0.13272391,-0.11523862,-0.1389884,-0.1135621,-0.09089701,-0.3165095,0.0
-0.5162165,-1.6285241,0.64187336,-0.24542972,-0.157442,0.66185236,0.27352044,0.87956905,-0.13270916,-0.115235,-0.13897383,-0.11355693,-0.090897344,-0.20071219,1.0
2.2281218,-0.66806275,-0.6371986,-0.25770995,-0.14071919,-0.47044018,1.0945666,-0.70527023,-0.13135107,-0.11454103,-0.13702312,-0.11291497,-0.09086653,-0.9853477,0.0
-0.43960485,-0.08917118,0.31492943,-0.15232816,-0.157442,-0.093369626,-0.56157535,0.19852357,-0.13193667,-0.11484296,-0.13786958,-0.11319333,-0.090879366,1.2621571,1.0
-0.20885791,0.6574427,0.16809835,-0.13459453,-0.157442,0.11454575,-0.6249833,0.185723,-0.13159639,-0.11466721,-0.13737476,-0.113030694,-0.09087167,1.8547887,1.0
-0.24807577,0.6116591,0.60467607,-0.16099794,-0.157442,-0.10559994,-0.5332442,0.2165545,-0.13172513,-0.1147303,-0.1375639,-0.11309284,-0.09087509,1.1076163,1.0
-0.40129903,-2.6144423,0.16418275,-0.13479157,-0.157442,0.13900638,-0.6236342,0.19324735,-0.13148603,-0.11461314,-0.13722384,-0.112980664,-0.0908691,1.9927137,1.0
