0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.9253481,-0.43244186,-1.0532173,0.13030003,-0.48402742,0.6607414,1.6978607,0.09594031,0.6411419,0.90664357,0.19679415,-0.4869958,-0.85505474,0.36588517,-1.1830373,0.10365625,-0.06309447,-0.5576766,-0.256172,0.6538528,-0.2089418,-0.59004986,-0.5113371,0.79134804,-0.6695344,0.5573788,-0.17341162,-0.8403954,-0.17083514,0.058555774,0.0
-0.88512206,0.8115891,-0.6867411,-0.45164895,0.027391052,-1.8495178,0.8961847,-0.36721236,0.6065563,-2.0170298,1.7770375,0.30296084,0.28298226,0.5461002,-0.10482719,-0.13429193,0.57218194,-0.5658422,0.027727708,0.7292463,-0.18376441,-0.46220315,-0.79780585,-0.14521697,-0.0021650288,0.23532397,-0.23121922,0.056104187,0.15336464,0.04556126,1.0
-0.51052624,1.1788969,-1.6923956,-0.36531144,-0.32874823,-1.0640746,0.99525976,0.08987601,1.0340465,-0.008569113,-1.0420649,-0.21714185,0.47520965,-0.6422347,-0.07395526,-0.15491414,-0.405263,-2.3224576,1.2032169,1.8408676,-4.666935,2.1374428,5.676693,-0.5837582,0.4923968,-0.93447655,0.6637391,0.26585153,0.0071294676,0.14709301,1.0
-1.0918664,1.1132652,-0.23185565,-2.0122178,0.16482197,1.617184,-1.6046718,0.4034609,-0.51825196,-0.5303104,-1.1801715,-0.54779387,0.0032106545,0.36804673,0.8657033,-1.1262529,-0.32631958,0.744995,0.46766663,0.26833323,-0.4844188,-0.04329308,-0.25311938,-0.10329078,0.2146051,-0.17390063,0.036815662,-0.20596589,-0.33697537,-0.0116699515,0.0
-0.37583724,-1.6871235,0.6142454,-0.10443936,0.33132067,0.11778582,0.073582225,-0.18991968,0.08185287,-0.27174225,-0.4479961,-0.12382855,0.09089135,-0.6765395,0.12716793,0.060612455,-0.23211241,-0.027476924,-0.13720876,-0.17359139,0.045319542,0.09746586,0.17051977,-0.18951672,0.31987348,0.046154793,-0.09933001,0.008033533,-0.030296413,0.025540797,1.0
-0.9104747,0.31010035,0.23400289,-0.9068935,-0.10794753,2.423305,-0.8597273,-0.0012218175,-2.622414,1.0231018,1.0926583,-0.37357822,-0.2381523,2.4558687,1.0162439,-1.6009152,-1.1472194,-0.4983608,-0.8773599,-0.88377005,0.014151926,0.59325516,1.4350979,0.36244407,-0.019963529,0.141318,-0.9201243,0.20920056,2.2932148,0.4784225,0.0
-0.44550526,-1.8519089,0.64699924,-0.19256489,0.4287675,0.4361568,-0.5403725,-0.19390908,0.26604247,-0.3814235,0.68584543,0.3630122,-0.008744526,-1.1815336,-0.1628209,0.4365786,-0.13405703,0.18575332,-0.27400893,-0.29599464,0.19201535,0.22825158,0.2862824,-0.00094200514,-0.37118807,-0.086175255,-0.18711966,0.2556744,-0.12498341,-0.09223583,0.0
1.6625612,0.28459126,0.09770347,-0.81031066,-0.92213213,-0.31977123,-1.6153585,-1.0137862,-0.68713135,-1.2555366,1.2052029,0.6950121,-1.2174146,-0.94766074,-0.029327784,-0.025306776,-0.0032851484,0.46675652,-0.049531367,-0.0776772,0.289328,0.4426204,0.27913597,-0.40884578,-0.01073717,0.37342322,-0.16170035,0.6821492,-0.63904816,0.42357236,0.0
-0.43295613,-1.8413854,0.56066203,-0.07146658,0.5062942,0.36102954,1.3127279,-0.37934834,0.15250696,-0.20383818,0.42468005,0.26574054,-0.008459203,-0.5113446,-0.8040474,0.5848322,0.31998202,-0.8989125,0.12164552,0.6510757,-0.40622595,-0.57963806,-0.39952272,-0.11164713,-0.22900856,0.05326819,-0.39445224,0.20196894,-0.035290956,-0.117168196,1.0
-0.4004086,-1.8061157,0.6663839,-0.16329604,0.4048329,0.20274204,-0.86829334,-0.17823714,0.3118212,-0.27414605,0.5202972,0.39130023,0.094365716,-0.42259756,-0.6756008,0.54983747,0.1858375,-0.8039394,0.08965289,0.6502304,-0.4253954,-0.4212503,-0.36010015,-0.025745964,0.049395796,0.28733134,-0.40150288,-0.032903604,-0.022104593,-0.019765547,0.0
-0.68094283,0.18592604,-0.28249595,0.79227096,-0.48925564,-1.6071608,0.20936866,-0.31525493,-1.5567088,-0.40281054,2.4746094,-0.3136507,0.29253572,0.93640506,0.3640594,-0.49532074,0.6191081,-0.6358092,-0.09138132,0.66630715,-0.23035671,-0.33719894,-0.73163325,0.023017272,0.03269158,0.36013564,-0.2284008,0.009940324,-0.2612849,-0.04145292,1.0
-1.0109313,0.88161254,-0.10736902,-1.32255,1.8074628,1.7473174,-0.28316134,-0.379937,1.1168244,0.1915786,1.924339,-1.067233,1.2185668,-1.0831311,-1.4174135,-3.4320393,2.3029275,2.5744312,1.3496215,1.8959991,1.3409071,-2.2709022,0.40194282,0.71695375,0.53384745,-1.0189787,1.6891735,-0.69346833,-1.1112424,0.23250404,1.0
-0.29581314,-1.0345908,0.13620353,0.57045555,-0.046512228,-0.95049024,0.6227522,0.8365532,-1.2144659,-2.070311,-2.6243937,-1.1035391,0.5459984,0.046772305,1.1272296,-1.5789241,-0.4247742,-0.5500325,1.0591168,1.0758944,0.37124223,1.5628431,-0.2551287,0.65189135,0.05069632,-0.7318776,-1.0104606,1.35446,-0.7682582,-0.1466485,1.0
-0.9252918,0.8110235,-0.55806196,-0.78645295,0.058943078,-1.0852326,1.7179668,-0.066590704,0.7838585,-0.23024012,-0.7788217,-0.6363949,0.055350803,-0.43910813,0.113755964,0.52064025,-0.068733156,0.21532367,-0.66593796,-0.32277465,0.4478351,0.033151273,-0.26070437,-0.15052843,-0.010267458,-0.14677787,0.10687944,0.05383303,0.16800717,-0.08252122,1.0
-0.66366595,0.72032183,-0.38108376,1.2920034,0.9136401,-1.133223,-1.8258328,0.2719697,-1.8931466,1.4068303,-1.4493848,1.9130526,-0.5917749,-1.0478535,-1.5060879,-2.4115498,-1.9480935,0.6924326,2.8848808,-2.4766285,0.13092624,0.721288,-0.20174591,-0.42230096,0.31647038,-0.027125068,-0.5957803,-0.12394274,-0.02659852,0.022227215,0.0
-0.32336462,-1.690119,0.62199163,0.010420743,0.27454504,-0.36997738,-0.34267405,-0.14665148,0.41381943,-0.00476994,-0.3860863,-0.08856466,0.14955282,0.81613076,-0.14421764,-0.17490576,0.09522964,-1.0250727,0.2635114,0.89784825,-0.60009867,-0.45735857,-0.548647,-0.12027165,0.61092085,0.40897888,-0.2540621,-0.23381482,0.033982392,0.1110956,0.0
0.5548265,-0.6473723,-1.5718102,0.2868895,-0.9470542,0.9088777,0.07211881,0.57796806,0.5017895,0.50690365,-0.24590334,-0.26454276,0.11682562,-0.36936164,0.21311238,0.6261156,-1.2504531,0.5529105,-0.31316257,-0.39685607,-0.16908485,0.2895116,-0.29200596,0.28327906,-1.1150839,0.39215115,-0.028024245,-0.9227432,-0.04013246,0.015190052,1.0
-0.39033195,-1.7875693,0.82317644,-0.4201195,0.48776567,0.6829997,-1.3697716,-0.26423484,-0.0054290453,-0.56086606,0.7843424,0.72261995,0.2655091,-1.7585722,-1.1048561,1.301964,0.21253671,-0.67945534,-0.034663115,0.48087645,-0.2764865,-0.34395173,-0.20796758,0.13983956,0.34560415,0.6143423,-0.47063318,-0.33452645,0.06914749,0.024607861,0.0
