0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.9183208,-0.39577696,-1.2725425,0.3911041,-0.8849179,-0.13118538,0.7523259,-0.12009466,-0.023907045,-1.5181293,2.5327985,0.69564223,-0.56092745,0.59648967,-0.18191293,-0.3398835,-0.06405846,-0.33849052,0.362674,0.6176352,-0.9560611,-0.42372808,-0.68423676,0.5616738,-1.438111,0.7260441,-0.29166937,-0.83355534,-0.5185063,0.33258605,1.0
0.3722951,-0.6737131,-2.171987,0.8481427,-0.71305066,0.790617,0.67126614,-0.26018542,-0.0050224806,-0.72790504,0.4875618,0.41937914,0.7849749,-0.1592383,-0.05340618,0.22719198,0.81983876,-0.7335571,0.13338979,-0.02888784,-0.59592104,0.55244315,-1.2369407,-0.33197317,-0.9180998,0.4670974,-0.22545281,-0.30901083,0.2662721,-0.6913635,1.0
0.4198443,-0.24967796,-2.330619,1.4991251,0.6433127,1.0541145,-0.5004565,0.08441758,-0.1589236,0.22615601,-2.1244586,2.335649,0.17687622,-0.63517976,0.4401516,-0.4114394,1.2912564,0.15060046,-0.7270583,2.064911,0.9152685,-2.054813,1.0619361,0.92958605,-0.16035293,-0.33467802,-1.0086396,-0.7386072,0.44432446,-0.6866844,1.0
1.1145842,-0.14770015,2.9004166,-0.94822955,1.0945079,-1.49382,-0.24562383,0.0038293828,-0.8590156,-0.53709865,-1.9950721,0.4810069,2.7969007,0.7315047,0.8251479,-0.13112608,0.31838372,-0.8247875,0.30412966,-0.791028,-3.1349561,-1.7562145,-1.0185217,3.7041893,1.1520468,-1.0651861,-1.1064302,3.8907351,-0.27624705,-0.962288,0.0
-0.36500108,-1.7556888,0.44751117,0.28148562,0.25181678,-0.6708302,1.0549911,-0.19182965,0.7388771,0.2592779,-0.54258275,-0.52183115,-0.17607915,1.3852302,1.2276866,-1.4565122,-0.51635677,0.41750333,-0.06112257,-0.5136587,0.2724216,0.41885105,0.360507,-0.35471737,0.05879784,-0.64843976,0.4206042,0.24378271,-0.17041098,0.061607845,1.0
-1.0624532,0.6259631,-0.15370059,-1.6837087,0.3477286,0.86681294,-0.10955244,-0.12218277,0.6694969,0.04035197,0.8675736,0.1725977,-0.0076042814,-1.743852,0.04718753,0.54281,0.6704625,1.7066942,0.457603,0.5293783,-0.20242436,-0.28921553,-0.9383543,-0.043879624,-0.28950185,-0.45110354,0.97134304,-0.276746,-0.3179624,0.038000435,0.0
-1.0028712,1.4367682,0.75888205,0.77174217,-1.473552,0.3160076,1.4883229,-0.8032059,3.1626472,-1.5149676,-1.3177024,0.26353556,-0.37908652,-0.54584336,-0.48466393,0.83501524,-0.28302392,-0.14623487,0.11711027,-0.20834333,0.29553512,-0.1422941,0.14699024,0.20293385,-0.42835227,-0.50853986,0.04785981,0.03082239,-0.9207686,-0.5394478,1.0
-0.37399334,-1.7435862,0.505329,0.18052518,0.16392913,-0.7075716,-1.5932207,0.122208625,0.85234284,0.10306378,-0.279907,-0.27407286,-0.09450623,1.3991404,0.7899831,-1.0948132,-0.39581522,-0.05457655,0.052456282,0.023465069,-0.10006005,0.18622619,0.035702936,-0.24116208,-0.043256715,-0.37929127,0.067303725,0.21725346,-0.19756234,0.049794395,0.0
-0.26831505,-1.7420259,0.839975,-0.20454007,0.45130518,0.03894204,1.2253944,-0.6623959,0.25166368,-0.05309908,0.16003388,0.22090195,0.25812468,-0.3246569,0.16739133,0.013969599,-0.11564894,-0.03517311,-0.10642532,-0.115091346,0.116440736,0.05824256,0.16321032,-0.1650492,1.313261,0.57513016,0.3140706,-0.7770473,0.23680392,0.26162037,1.0
1.0923289,-0.32522324,3.0019252,-1.3849881,0.30732748,-1.4658529,-0.08780899,0.38214856,-0.92419547,-0.578373,-1.614872,0.7365159,2.0630493,0.028735992,0.89918196,-0.5887133,0.27094984,0.08334265,-0.12831438,-1.8281767,-1.8612545,-2.0474985,0.42416298,2.7037427,-0.1193805,-1.2814043,-0.26765174,2.9340236,-1.2102983,0.3625303,0.0
