0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-0.41615477,-1.8364645,0.6973992,-0.24841231,0.47346956,0.4892218,-0.26678935,-0.28936762,0.15039329,-0.3773908,0.73819464,0.5212661,0.1167747,-1.0308139,-0.8875038,0.93415046,0.27866703,-0.7624022,-0.00585656,0.60421264,-0.36251792,-0.40152687,-0.32124937,0.054579683,-0.031448998,0.41831082,-0.47842336,-0.006619844,0.0042361505,-0.059917007,0.0
-0.8443983,1.1595331,-0.8694584,0.069076985,0.9102694,-1.8305569,1.1081343,-0.39029306,0.115378015,-1.8330799,0.42226326,1.9218967,-0.20565438,-0.5951332,-0.79703933,-1.9471108,-0.9122788,0.5831464,2.0064652,-1.4034427,0.11056056,0.39848104,-0.12309096,-0.56376946,0.2542466,-0.122780465,-0.25078008,-0.07184727,0.3143329,0.1079759,1.0
-0.39484173,-1.8032649,0.5271631,0.084050946,0.38365436,-0.10748047,1.451585,-0.29684874,0.4188929,0.01095164,-0.034120653,-0.12310097,-0.057520386,0.2955428,0.3285006,-0.41650474,-0.12917666,-0.09200412,-0.035739888,-0.017951384,0.06666447,0.15249455,0.05956768,-0.021041723,-0.13366379,-0.21939237,0.014787305,0.23378281,-0.082936235,-0.00599908,1.0
1.6380732,0.32488817,-0.08429153,-0.679979,-1.0485752,-0.59008604,-0.61175275,-1.1227971,-0.3507299,0.18246226,-1.2136807,-0.50137883,-1.716746,0.4103195,0.23756132,-0.4788019,-0.1747321,-0.038116742,0.12011741,0.7086275,0.9289371,0.83100164,0.08757708,-1.8946071,0.35630488,0.21866295,-0.02270899,0.7161552,-0.27373534,0.28151804,0.0
-0.92740315,0.742949,-0.5136746,-0.85361665,0.064171255,-1.0396966,-0.1388586,-0.13032593,0.81231654,-1.0460508,0.8730425,0.09967676,0.17312142,-0.975419,0.03914752,0.6129881,0.11953929,0.40897986,-0.63422114,-0.46620947,0.422981,0.2636651,0.082540095,-0.10682849,-0.10528548,-0.01760279,0.07204343,0.10559498,0.11941698,0.012065545,0.0
-0.119612895,-1.6073087,0.88787013,-0.02519937,0.37242052,-0.7690798,1.5890173,-0.7270942,0.48776066,0.39357445,-0.6000867,-0.022950709,0.48410907,1.7462468,0.10568924,-0.64546096,0.123217046,-1.2384413,0.5336174,1.0563401,-0.5384585,-0.5957337,-0.6149981,-0.21985063,2.3845258,0.9783194,0.43031293,-1.4791536,0.4425626,0.5079738,1.0
-0.39652285,-1.7538767,0.41635752,0.28313145,0.14852421,-0.79518527,-1.071188,0.17191747,0.8919341,0.17274025,-0.42244843,-0.42395893,-0.16866755,1.7177331,0.88970876,-1.2837707,-0.37887228,-0.1120227,0.09152057,0.09562836,-0.12296172,0.20062758,-0.022740178,-0.2165797,-0.37490773,-0.56043875,0.015850173,0.4687857,-0.27240598,-0.019526526,0.0
-0.9010165,0.9889502,-0.6667012,-0.7141016,-0.059717305,-1.2242813,1.1684103,0.055454884,0.33819452,-0.8887915,-1.21319,-0.8130459,0.22441024,-0.78498554,0.23557132,0.35954192,-0.11112772,0.10445531,-0.49704972,-0.27966008,0.29271236,0.09193003,-0.114825994,-0.22039211,0.17997643,-0.13092084,-0.063807264,0.21637417,0.11059759,-0.002274206,1.0
-0.46610403,-1.8551006,0.58229727,-0.14484917,0.42872006,0.40451077,-0.6652072,-0.09268741,0.24993773,-0.36900738,0.6810199,0.40914506,-0.00086461747,-0.7756756,-0.8164436,0.7485787,0.2414318,-0.7617331,0.024714703,0.6216676,-0.38016233,-0.3635601,-0.33883202,0.05665042,-0.626398,0.06882284,-0.59423524,0.39535448,-0.13991618,-0.17728208,0.0
0.76413184,2.7259967,3.441822,2.2097824,1.9703246,0.39402047,0.56149745,-1.8902935,0.44498837,0.03826408,-1.5165802,0.34420186,-0.13217662,-1.4397243,-2.4126256,-2.0596063,1.7814735,1.3171189,-5.192007,1.2107524,-2.6111088,3.4985614,-1.9626038,-3.4054904,0.307746,-0.33866313,1.2190734,0.7007458,-1.1429833,1.1955534,1.0
