0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-0.7192078,0.2717326,-0.180054,1.0297804,1.2087233,-0.4148731,1.5439159,-0.30952448,-1.2503188,2.6336584,-0.07614636,2.2755775,-0.75622344,-0.72083426,-2.5720267,-1.1068025,-1.0985472,-0.1731286,2.5387778,-1.5311787,-0.104267694,-0.051194593,-0.8443191,-0.11754413,-0.06463354,0.29266554,-0.51301926,-0.26008728,0.113631934,-0.0925508,0.0
1.8332663,0.6336749,0.25847274,-0.62288874,-0.038317177,0.051996835,1.6114111,-1.5159036,-0.7750644,0.034633204,-1.2215191,-0.7932432,0.69708836,-1.0937047,-1.3918778,-0.9590391,0.28503564,0.12722416,-0.36933964,0.3140812,1.6555313,-0.39399156,1.1141222,-1.6437801,-0.73984146,-1.0773966,-0.5369425,0.18055548,-0.2558994,-0.40950027,0.0
-0.9546865,0.5974682,-0.41936588,-0.9008388,0.4382684,-0.65820205,1.3324922,-0.1679592,1.2924764,0.5593179,0.16124725,0.397204,-0.13080585,-0.45463073,-1.2136703,1.1732883,0.1571643,-0.4728059,-0.21116588,0.17686154,-0.0019128807,-0.39643094,-0.69758964,0.050414782,-0.30451593,0.20434645,-0.1421878,-0.0794628,0.27469555,-0.12587969,1.0
-0.8225444,0.5954915,1.3179969,1.9562124,-1.981342,0.41057765,-0.61665314,-0.68832463,1.8531322,0.85784733,0.0849406,-0.12853588,-0.5575562,0.85126734,0.09396893,0.34461,-0.15910628,-0.041397925,-0.17655477,-0.44776475,0.42277113,-0.16549337,0.027160395,0.28687504,-0.6974373,-0.87662613,0.18874896,0.589873,1.2068453,0.18451627,0.0
-0.40782773,-1.7082338,0.5825735,-0.11658918,0.36073098,0.27836096,0.27494204,-0.17809331,9.5810516e-05,-0.34331012,-0.36529508,-0.09247046,0.054135077,-1.004294,-0.0033892703,0.23711003,-0.196981,-0.0021012519,-0.17518847,-0.21566746,0.08066228,0.10359347,0.19716945,-0.1581359,0.037958585,-0.049570452,-0.1886213,0.18253715,-0.07316359,-0.046583507,1.0
-0.32787874,-1.7546483,0.6503957,-0.014837569,0.4012078,-0.16758803,0.90093684,-0.37318167,0.36953968,0.025397392,-0.0006761179,0.09594579,0.14305866,0.56074166,-0.344039,-0.0010813478,0.20812075,-1.0223335,0.27094075,0.8598735,-0.49154192,-0.47872543,-0.521008,-0.0061736,0.59115744,0.3930515,-0.1655477,-0.3180148,0.06289083,0.11237961,1.0
-0.4868813,-1.8664882,0.5998811,-0.24067375,0.56065756,0.89723104,1.2713969,-0.39622477,-0.12267694,-0.5126922,0.6358036,0.3678072,-0.03683661,-2.1245332,-0.54867935,0.9393354,0.008258962,0.1624356,-0.33583856,-0.40694377,0.27363083,0.089692205,0.33719575,-0.05556787,-0.5965226,-0.18273623,-0.2833448,0.4348086,-0.10632221,-0.20585492,1.0
-0.7524687,-0.066048324,0.042741008,0.26997963,-0.39262986,-0.7571737,-1.3282176,0.16125998,-0.52673966,2.1371422,0.9922517,-0.6530915,-0.013424203,0.665167,-0.21596219,0.7799518,0.27155745,-0.55249834,-0.786847,0.37181515,0.032040484,-0.27557307,-0.75019544,0.30082127,-0.29401731,0.3227477,-0.10178255,-0.0136058135,-0.25664088,-0.13180338,0.0
-1.0954244,0.74732494,-0.12098862,-1.9280396,0.3394091,1.4207222,-0.45625097,-0.051989112,0.353149,-0.043305054,0.8618528,0.005720709,-0.049478173,-0.6503863,0.87922955,-0.9879149,0.91565853,2.3705122,1.6907473,1.5528103,-1.0294183,-0.59819794,-1.5515194,-0.18302967,-0.14987528,-0.87286556,1.5769422,-0.52044713,-0.695764,0.15232813,0.0
0.39883238,-0.5792731,-2.121465,1.46448,0.97082794,1.0897957,-1.3034155,0.033903345,1.0828644,1.6550138,-1.0802479,3.025127,-0.23135366,0.57549465,0.35546535,-0.5368569,0.7042632,0.71217823,-1.1715484,2.771716,1.1141663,-2.4519763,1.352532,1.3043165,-0.56350654,-0.52969223,-0.638995,-0.9978995,0.49287528,-0.7776467,0.0
1.7921711,0.80224156,0.0019998164,0.6467834,2.1239781,0.38014525,-0.049474888,-0.52546394,0.040434647,-2.11203,3.0884428,-2.6822069,-0.5626487,-0.91096014,0.0017224897,0.49651483,-0.15990046,-0.50291127,1.8792343,-1.5762527,0.8414875,-0.30544317,0.72412884,1.4169943,0.468081,-1.2701374,0.51836354,-0.3935499,-0.30701768,0.12896362,1.0
-0.9885755,0.8164254,1.5713646,0.8001568,-1.5198662,3.562297,0.61681265,-1.005383,-0.12289583,-0.22895598,0.8268922,0.6888063,-0.72427756,2.5378687,0.011298899,-0.7033889,-1.4258646,-1.6340095,-1.1232748,-1.8120328,0.78641593,0.44645324,2.061226,0.51816136,-0.30105853,0.63348764,-1.4276344,-0.036890388,-0.915156,-0.8437849,1.0
1.5655638,0.21276048,-0.32488215,-0.18691932,-0.53716564,-0.49139303,1.5537747,-0.9030705,-0.29672033,-0.75696635,0.8706438,-0.22723196,-2.6255271,0.3530653,0.1988631,-0.84262973,0.16708791,0.162633,0.032925185,0.28460774,0.11191253,0.69847125,-0.18653813,0.21708815,1.5480874,0.5269389,0.06605085,0.6966201,-0.002243635,0.052655306,1.0
0.8257722,-0.41322982,2.3255932,-0.7338802,0.15149821,-1.5056349,0.021334982,2.6721032,-0.61086977,-1.0326648,-1.3978897,-0.533434,-1.7085577,0.35586527,0.52936226,-1.5224037,0.69869983,-0.41506875,0.16388139,-0.9272291,-0.61962306,-0.62455344,0.630709,1.7995942,0.6123176,-0.1706621,1.1120257,-0.07941783,0.84358364,-0.04356653,0.0
0.4697849,-0.44267753,-2.1571784,1.468706,0.80101115,1.1275884,0.29364705,-0.17034602,1.2297776,0.91446036,-0.5701554,-1.9831382,2.336319,0.34156898,-2.8343153,-2.8576431,1.4490529,-0.92680097,-0.21779269,0.63572854,2.8590856,-2.0796547,1.6253673,1.4215808,-1.1512766,5.925664,8.20827,5.76722,0.34639335,2.0665839,1.0
-0.89751065,0.9107634,-0.6348163,-0.44302338,0.66479963,-1.1926209,1.3156723,-0.07815171,0.930917,0.2556128,-1.0220542,0.6963679,-0.30349398,-0.3456093,-0.6789494,-0.6028412,-0.7856879,0.41019848,0.78387713,-1.0819474,0.26508296,0.28153986,-0.16783388,-0.30751762,0.03872277,-0.22321102,0.029600045,-0.030773748,0.26407835,0.0042917896,1.0
-0.07864935,-1.1057763,0.97881514,-0.49216002,0.20411225,0.09936792,1.2425257,-0.6697056,-0.90779483,-0.5569153,-1.8756701,-0.76467156,0.8109492,1.3405437,2.028447,-2.8340063,0.32308266,0.9089053,2.438574,2.0229628,-1.4881517,-0.64889264,-1.1860455,-0.8238875,3.4857082,0.48886296,1.7145866,-2.1330304,-0.055869386,0.8024763,1.0
-0.37942398,-1.8188585,0.71460366,-0.2024361,0.47926065,0.37306774,0.8202274,-0.49057487,0.18123609,-0.25037926,0.4907333,0.30453417,0.07411751,-0.9954548,-0.114109844,0.3607074,-0.0775917,0.08614622,-0.2282303,-0.26051363,0.15364692,0.058713358,0.24183735,-0.16331568,0.3609529,0.17931418,0.035161678,-0.16443451,0.054292224,0.039570674,1.0
-0.86421376,1.2516495,-0.82447106,0.1043208,1.5643892,-1.2764021,1.3821424,-0.058220778,0.34818617,0.28136048,-2.0860853,2.5342472,-0.64129657,-0.74226594,-2.6595073,-1.7096366,-1.4463729,-0.2973113,3.2880461,-1.3856683,-0.41504475,-0.095394045,-0.916254,-0.5093767,0.24816287,0.09960404,-0.76220363,-0.10349785,0.47643498,0.061468758,1.0
0.72457093,-0.5190167,-1.5781826,0.853226,-0.5476212,0.080501705,1.2100782,0.66757417,0.47862175,-0.84639245,2.0673997,1.0747566,0.12550448,0.857361,0.8442062,-0.84362066,-0.84536624,0.97504365,-0.11882795,0.081153065,-0.2919316,-0.3348452,-0.066307575,0.18432295,0.78022313,-0.65763605,-0.16899979,0.33622447,-0.23955093,-0.050116662,1.0
