0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
-0.93953,-1.1436476,-0.7585014,-0.9783758,-1.2049332,-0.83017886,-1.0126995,-1.2797085,-0.9069168,-1.0086131,-1.3919152,-1.0547827,-0.9980801,-1.2513114,-0.74532664,-0.93953097,-1.143648,-0.75850284,-0.97837687,-1.2049344,-0.8301828,-1.0127001,-1.2797129,-0.90692973,-1.0086135,-1.3919543,-1.0548211,-0.99808073,-1.2515601,-0.7453739,-0.8869537,-0.35487998,-0.68991804,-0.32233483,0.1490563,0.023154674,-0.67214054,-0.8947998,-0.36876205,-0.69382954,-0.32860243,0.16410075,0.026206903,-0.712546,-0.9058604,-0.38971958,-0.7045003,-0.33593202,0.18214005,-0.0025431672,-0.7180277,-0.89274013,-0.13823712,-0.741305,-0.34738728,0.21552078,0.102231264,-0.69596165,-0.7947105,1.5416952,-0.67727274,0.11546664,1.0337623,0.9889129,-0.63499135,-0.6454615,-0.0686471,-0.67214054,-0.64561784,-0.07381281,-0.712546,-0.6460454,-0.08754945,-0.7180277,-0.6470167,-0.10568647,-0.69596165,-0.6479483,-0.106716,-0.47620478,-0.8662836,-0.3093937,-0.68041295,-0.25354624,-0.18388122,-0.14002925,-0.53532714,-0.8741587,-0.31708488,-0.6829435,-0.2588675,-0.16896546,-0.12761056,-0.61767256,-0.885398,-0.32976475,-0.685788,-0.26480225,-0.14911531,-0.098010436,-0.65440315,-0.8914048,-0.38196605,-0.71131754,-0.26628777,-0.0927936,-0.040070686,-0.63044137,-0.87253726,-0.22302458,-0.6960274,-0.13817857,-0.043653417,0.6872047,-1.0121909,0.0
-0.9704363,-1.0272669,-0.75814205,-1.0001975,-1.0769577,-0.8256985,-1.0197312,-1.1365553,-0.8747239,-1.008602,-1.3597363,-1.0413997,-0.9977946,-1.059942,0.49165946,-0.9704372,-1.0272673,-0.7581435,-1.0001986,-1.0769591,-0.82570237,-1.0197316,-1.1365602,-0.87473667,-1.0086024,-1.3597753,-1.041438,-0.9977953,-1.0601625,0.4916413,-0.797543,-0.35466048,-0.7715491,-0.32233503,0.1490563,0.023154674,-0.7092884,-0.8048968,-0.364496,-0.7753874,-0.32862046,0.16410075,0.026207102,-0.727111,-0.8195729,-0.3214863,-0.782231,-0.3372954,0.18214136,0.01189391,-0.72373855,-0.87263316,-0.3529302,-0.8271482,-0.35795397,0.21260755,-0.7667006,-0.7172673,-0.88357323,-0.4734437,-0.847471,-0.41299284,0.1678369,-0.2314102,-0.6900254,-0.6454615,-0.0686471,-0.7092884,-0.64561784,-0.07381281,-0.727111,-0.6460454,-0.08754945,-0.72373855,-0.6470167,-0.10568647,-0.7172673,-0.6482988,-0.12643051,-0.5730291,-0.77940446,-0.309166,-0.764512,-0.25354624,-0.18388122,-0.14002925,-0.60505927,-0.7868168,-0.31273738,-0.7672708,-0.25886622,-0.16896546,-0.12761056,-0.6456278,-0.8015423,-0.25075516,-0.77333266,-0.2643551,-0.14911531,-0.09813539,-0.6579883,-0.84889644,-0.21234584,-0.8017699,-0.26942864,-0.093840785,-0.9268289,-0.63563496,-0.85426825,-0.28391752,-0.8017855,-0.30381846,-0.057998307,-0.13736062,-1.0121909,0.0
1.0740743,1.4726121,1.2636815,1.4034083,1.3335186,1.3927342,1.686668,1.3127607,1.3784428,1.6361715,1.417091,1.221678,1.0940576,1.405898,1.147675,1.0740744,1.4726112,1.2636812,1.4034085,1.3335154,1.3927337,1.6866683,1.3127488,1.378442,1.6361717,1.4170519,1.2216774,1.0940577,1.4060395,1.1476723,1.9071314,-0.35487974,1.4317902,-0.32233503,0.1490563,0.023154674,2.0619283,1.9150218,-0.36876255,1.4276979,-0.3286214,0.16410075,0.026207102,2.255768,1.9258863,-0.40036723,1.4277714,-0.33761963,0.18214136,0.011998875,2.2961779,1.9182591,-0.45572168,1.4970154,-0.35956573,0.21362783,-0.055744994,1.9534874,1.8920288,-0.5130889,1.5593112,-0.4143167,0.16798997,-0.17737243,1.9492006,-0.6454615,-0.0686471,2.0619283,-0.64561784,-0.07381281,2.255768,-0.6460454,-0.08754945,2.2961779,-0.64694893,-0.10072285,1.9534874,-0.6480647,-0.11324386,-0.57302916,1.8486897,-0.3093937,1.5054237,-0.25354624,-0.18388122,-0.14002925,-0.6050687,1.8556181,-0.3170849,1.5086235,-0.2588675,-0.16896546,-0.12761056,-0.6471386,1.8661331,-0.32976475,1.5132775,-0.2648023,-0.14911531,-0.098010436,-0.6631901,1.8862603,-0.38523453,1.549215,-0.271592,-0.092792906,-0.028347168,-0.65883416,1.9125133,-0.434179,1.5990039,-0.30590284,-0.05789265,-0.05432786,0.9876529,1.0
1.110826,0.77379745,1.7681507,1.2469355,1.1287755,1.5484414,1.546,1.3500752,1.3502824,1.693007,1.4280595,1.2139156,1.3023614,1.4118954,1.1433018,1.1108261,0.7737966,1.7681507,1.2469356,1.1287724,1.5484412,1.5460002,1.3500632,1.3502815,1.6930072,1.4280205,1.2139149,1.3023615,1.4120378,1.1432991,-0.92048275,-0.35487998,-0.98799855,-0.32233503,0.1490563,0.023154674,-0.7092909,-0.9285177,-0.36876297,-0.99180377,-0.3286214,0.16410075,0.026207102,-0.72747093,-0.9398548,-0.4003794,-0.9962178,-0.33761963,0.18214136,0.011998875,-0.7248585,-0.9500323,-0.51201934,-1.0266899,-0.3597802,0.21362783,-0.055744994,-0.72262913,-0.9424421,-0.6019854,-1.0517107,-0.4150068,0.16798997,-0.17737243,-0.6900254,1.8115369,-0.0686471,-0.7092909,1.8114537,-0.07381281,-0.72747093,1.8113087,-0.08754945,-0.7248585,1.8110168,-0.10568647,-0.72262913,1.8108618,-0.12643051,-0.57302916,-0.89886326,-0.3093937,-0.9875037,-0.25354624,-0.18388122,-0.14002925,-0.6050687,-0.906916,-0.3170849,-0.99083936,-0.2588675,-0.16896546,-0.12761056,-0.6471386,-0.9184164,-0.32976475,-0.99473715,-0.2648023,-0.14911531,-0.098010436,-0.6631901,-0.92474747,-0.38523453,-1.0036075,-0.271592,-0.092792906,-0.028347168,-0.65883416,-0.91294426,-0.434179,-1.0054954,-0.30590284,-0.05789265,-0.05432786,0.9876529,1.0
-0.9646707,-1.1437519,-0.75851053,-0.99478894,-1.2060546,-0.83026373,-1.0206267,-1.2767419,-0.90190643,-1.0098023,-1.3439683,-1.0360899,-0.99947125,-1.3160939,-1.1203837,-0.96467173,-1.1437522,-0.75851196,-0.99479,-1.2060558,-0.83026767,-1.0206273,-1.2767463,-0.9019193,-1.0098027,-1.3440073,-1.036128,-0.9994719,-1.3163521,-1.1204398,-0.8869537,-0.35445887,-0.6899173,-0.322335,0.1490563,0.02191311,-0.69892305,-0.8947862,-0.35762063,-0.69376624,-0.328614,0.16410062,-0.007532131,-0.7212491,-0.89645684,-0.11978407,-0.6977472,-0.33336854,0.18115492,-0.50286293,-0.7187588,-0.8549542,0.069328435,-0.7299569,-0.33533058,0.24263571,1.4420834,-0.6980603,-0.8439336,0.34547508,-0.74135137,-0.33105686,0.16916665,-0.16518672,-0.6796084,-0.6454615,-0.0686471,-0.69892305,-0.64561784,-0.07381281,-0.7212491,-0.6460454,-0.08754945,-0.7187588,-0.6470167,-0.10568647,-0.6980603,-0.6482988,-0.1264305,-0.57302916,-0.8662836,-0.3093937,-0.68041295,-0.25354624,-0.18388122,-0.14002925,-0.6050687,-0.8741587,-0.3170849,-0.6829435,-0.2588675,-0.16896546,-0.12761056,-0.6470943,-0.885398,-0.32976475,-0.6859412,-0.26474997,-0.14911531,-0.098010436,-0.65762347,-0.89141524,-0.384908,-0.7212016,-0.26447242,-0.09279297,-0.03755154,-0.63338566,-0.8782465,-0.40096754,-0.71790946,-0.2992436,-0.057817794,0.07004586,-1.0121909,0.0
1.0567333,1.7397456,0.87603396,1.402128,1.5381594,1.1806276,1.7146561,1.3933924,1.3151736,1.6860222,1.4288833,1.2133149,1.2221062,1.4117445,1.1434077,1.0567334,1.7397445,0.8760334,1.4021282,1.5381559,1.1806267,1.7146564,1.3933803,1.3151727,1.6860224,1.4288443,1.2133142,1.2221063,1.4118869,1.1434048,1.9071314,-0.3548795,1.4317902,-0.32233503,0.1490563,0.023154674,2.2813995,1.9150218,-0.36876243,1.4276979,-0.3286214,0.16410075,0.026207102,2.3785763,1.9258863,-0.40037376,1.4277714,-0.33761963,0.18214136,0.011998875,2.365529,1.9182737,-0.4604381,1.4970281,-0.35960016,0.21362783,-0.055744994,2.1217194,1.8920486,-0.5164114,1.5593294,-0.41436735,0.16798997,-0.17737243,2.1927588,-0.6454615,-0.0686471,2.2813995,-0.64561784,-0.07381281,2.3785763,-0.6460454,-0.08754945,2.365529,-0.64695984,-0.101519674,2.1217194,-0.6480819,-0.114211164,-0.57302916,1.8486897,-0.3093937,1.5054237,-0.25354624,-0.18388122,-0.14002925,-0.6050687,1.8556181,-0.3170849,1.5086235,-0.2588675,-0.16896546,-0.12761056,-0.6471386,1.8661331,-0.32976475,1.5132775,-0.2648023,-0.14911531,-0.098010436,-0.6631901,1.8862603,-0.38523453,1.549215,-0.271592,-0.092792906,-0.028347168,-0.65883416,1.9125133,-0.434179,1.5990039,-0.30590284,-0.05789265,-0.05432786,0.9876529,1.0
1.7844151,0.0052591027,1.4705378,1.8610928,0.45011622,1.6559036,1.8338234,1.0423709,1.5341575,1.6847426,1.3896644,1.2406338,1.1972411,1.395185,1.1554217,1.7844156,0.005258438,1.4705375,1.8610933,0.45011365,1.6559036,1.8338237,1.0423598,1.5341575,1.6847428,1.3896254,1.2406336,1.1972411,1.395325,1.1554192,-0.92048275,-0.35487998,-0.98799855,-0.32233503,0.1490563,0.023154674,-0.7092909,-0.9285177,-0.36876297,-0.99180377,-0.3286214,0.16410075,0.026207102,-0.72747093,-0.9398548,-0.4003794,-0.9962178,-0.33761963,0.18214136,0.011998875,-0.7248585,-0.9500323,-0.51201934,-1.0266899,-0.3597802,0.21362783,-0.055744994,-0.72262913,-0.9424421,-0.6019854,-1.0517107,-0.4150068,0.16798997,-0.17737243,-0.6900254,1.8115369,-0.0686471,-0.7092909,1.8114537,-0.07381281,-0.72747093,1.8113087,-0.08754945,-0.7248585,1.8110168,-0.10568647,-0.72262913,1.8108618,-0.12643051,-0.57302916,-0.89886326,-0.3093937,-0.9875037,-0.25354624,-0.18388122,-0.14002925,-0.6050687,-0.906916,-0.3170849,-0.99083936,-0.2588675,-0.16896546,-0.12761056,-0.6471386,-0.9184164,-0.32976475,-0.99473715,-0.2648023,-0.14911531,-0.098010436,-0.6631901,-0.92474747,-0.38523453,-1.0036075,-0.271592,-0.092792906,-0.028347168,-0.65883416,-0.91294426,-0.434179,-1.0054954,-0.30590284,-0.05789265,-0.05432786,0.9876529,1.0
-0.9528465,-1.1437519,-0.75851053,-0.988614,-1.206073,-0.8302724,-1.0183622,-1.2893175,-0.9073139,-1.0096266,-1.3753021,-1.0477735,-0.9994142,-1.3553424,-1.1953335,-0.95284754,-1.1437522,-0.75851196,-0.9886151,-1.2060742,-0.83027625,-1.0183628,-1.2893219,-0.90732676,-1.009627,-1.375341,-1.0478119,-0.99941486,-1.3556063,-1.1953913,-0.8869537,-0.3548794,-0.6899169,-0.32233498,0.1490563,0.023154674,-0.6892152,-0.8947998,-0.36855295,-0.6937079,-0.32861567,0.16410075,0.026207102,-0.7199844,-0.90520537,-0.324973,-0.6923136,-0.33698177,0.18214242,0.014917413,-0.71945226,-0.87541634,-0.027188469,-0.71777606,-0.34224588,0.22494921,0.7031678,-0.6983658,-0.87574804,-0.20847255,-0.7542187,-0.39845404,0.18835807,0.72368264,-0.65868556,-0.6454615,-0.0686471,-0.6892152,-0.64561784,-0.07381281,-0.7199844,-0.6460454,-0.08754945,-0.71945226,-0.6470167,-0.10568647,-0.6983658,-0.64829844,-0.12641078,-0.57302916,-0.8662836,-0.3093937,-0.68041295,-0.25354624,-0.18388122,-0.14002925,-0.6050687,-0.8741587,-0.31708488,-0.6829435,-0.2588675,-0.16896546,-0.12761056,-0.64710927,-0.885398,-0.32976475,-0.68578786,-0.2648023,-0.14911531,-0.098010436,-0.6590949,-0.89141405,-0.38410613,-0.7011433,-0.26851344,-0.09279412,-0.10711402,-0.6327651,-0.8770304,-0.3857952,-0.71848434,-0.29836065,-0.057060044,0.8380383,-1.0121909,0.0
0.77063817,2.0207613,0.35161388,1.1023452,1.7942607,0.8344477,1.539965,1.5027933,1.2163389,1.6252488,1.4409717,1.2045568,1.104907,1.416397,1.1399698,0.77063817,2.0207603,0.35161307,1.1023453,1.794257,0.8344463,1.5399652,1.5027808,1.2163373,1.6252491,1.4409328,1.204556,1.104907,1.41654,1.1399668,1.9071314,-0.35487998,1.4317902,-0.32233503,0.1490563,0.023154674,2.1496089,1.9150218,-0.36876273,1.4276979,-0.3286214,0.16410075,0.026207102,2.29698,1.9258863,-0.40036848,1.4277714,-0.33761963,0.18214136,0.011998875,2.3085122,1.9182612,-0.45640534,1.4970171,-0.35957092,0.21362783,-0.055744994,1.9771343,1.8920316,-0.513569,1.5593137,-0.41432416,0.16798997,-0.17737243,2.0256507,-0.6454615,-0.0686471,2.1496089,-0.64561784,-0.07381281,2.29698,-0.6460454,-0.08754945,2.3085122,-0.6469506,-0.10084267,1.9771343,-0.64806724,-0.11338593,-0.57302916,1.8486897,-0.3093937,1.5054237,-0.25354624,-0.18388122,-0.14002925,-0.6050687,1.8556181,-0.3170849,1.5086235,-0.2588675,-0.16896546,-0.12761056,-0.6471386,1.8661331,-0.32976475,1.5132775,-0.2648023,-0.14911531,-0.098010436,-0.6631901,1.8862603,-0.38523453,1.549215,-0.271592,-0.092792906,-0.028347168,-0.65883416,1.9125133,-0.434179,1.5990039,-0.30590284,-0.05789265,-0.05432786,0.9876529,1.0
0.97987026,1.5544035,1.1565486,1.3333375,1.3948243,1.3353486,1.6774879,1.3294061,1.3662112,1.7024133,1.4196227,1.2199165,1.2774082,1.4080809,1.1460952,0.9798703,1.5544026,1.1565481,1.3333377,1.3948209,1.335348,1.677488,1.3293941,1.3662105,1.7024137,1.4195837,1.219916,1.2774084,1.4082228,1.1460924,1.9071314,-0.35487956,1.4317902,-0.32233503,0.1490563,0.023154674,2.0453494,1.9150218,-0.36876273,1.4276979,-0.3286214,0.16410075,0.026207102,2.264476,1.9258863,-0.4003753,1.4277714,-0.33761963,0.18214136,0.011998875,2.3743975,1.9182786,-0.46223027,1.4970324,-0.35961246,0.21362783,-0.055744994,2.1882808,1.8920561,-0.5176818,1.5593363,-0.41438618,0.16798997,-0.17737243,1.9056257,-0.6454615,-0.0686471,2.0453494,-0.64561784,-0.07381281,2.264476,-0.6460454,-0.08754945,2.3743975,-0.6469637,-0.1018042,2.1882808,-0.6480883,-0.114571266,-0.57302916,1.8486897,-0.3093937,1.5054237,-0.25354624,-0.18388122,-0.14002925,-0.6050687,1.8556181,-0.3170849,1.5086235,-0.2588675,-0.16896546,-0.12761056,-0.6471386,1.8661331,-0.32976475,1.5132775,-0.2648023,-0.14911531,-0.098010436,-0.6631901,1.8862603,-0.38523453,1.549215,-0.271592,-0.092792906,-0.028347168,-0.65883416,1.9125133,-0.434179,1.5990039,-0.30590284,-0.05789265,-0.05432786,0.9876529,1.0
