0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0.71315545,1.9283583,0.5038857,1.0977167,1.7221559,0.9122073,1.5535523,1.4854133,1.2134378,1.6023986,1.4332454,1.1997246,1.0445374,1.4104022,1.1320503,0.71315527,1.928357,0.5038849,1.0977168,1.7221522,0.912206,1.5535524,1.4854015,1.2134362,1.6023986,1.4332097,1.1997237,1.0445374,1.4108042,1.1320442,1.9006251,-0.35812515,1.4208001,-0.3273525,0.15227641,0.022925364,2.086051,1.9086491,-0.3715274,1.41628,-0.33330342,0.16826318,0.026886923,2.306919,1.9196129,-0.4020748,1.4166564,-0.34154803,0.1859698,0.013472698,2.2839646,1.911694,-0.4568924,1.4865286,-0.3632428,0.21665415,-0.0517756,1.9019446,1.8871483,-0.5136756,1.5502461,-0.41733727,0.17252688,-0.1744933,1.8677988,-0.64545,-0.06754816,2.086051,-0.64560187,-0.072610684,2.306919,-0.64601004,-0.08533164,2.2839646,-0.64686346,-0.09795447,1.9019446,-0.64792085,-0.10924866,-0.5730382,1.8411698,-0.31236556,1.4957399,-0.25721598,-0.18704571,-0.1435406,-0.6046909,1.8479725,-0.31991223,1.4988546,-0.26249304,-0.17209014,-0.13094147,-0.64620465,1.8583682,-0.3322235,1.5036676,-0.26805153,-0.15318163,-0.10053597,-0.66189843,1.8783804,-0.38709676,1.5399673,-0.27377725,-0.0964519,-0.02795938,-0.65753555,1.9051641,-0.43535122,1.5901709,-0.30704832,-0.061246015,-0.05277914,0.9876529,1.0
-0.8823851,-1.0022167,-0.6893809,-0.9327918,-1.0482063,-0.7564828,-0.9893547,0.21417636,6.8430815,-0.8310871,9.904104,2.8943396,-0.89174914,9.789527,2.94599,-0.88238597,-1.0022173,-0.6893822,-0.9327927,-1.0482078,-0.75648654,-0.9893554,0.21416773,6.843111,-0.8310873,9.904077,2.8943667,-0.8917497,9.792583,2.9460328,-0.82644594,-0.35812548,-0.5356464,-0.30900815,0.15227641,0.022925364,-0.671711,-0.83391315,-0.3715261,-0.54003215,-0.31544164,0.16826318,0.026920188,-0.7095637,-0.8443011,-0.39805448,-0.54407257,-0.32416305,0.1859807,0.113507375,-0.7206436,-0.8667704,-0.39726073,-0.4325867,0.31772923,0.18743406,-0.89913213,-0.71951264,-0.8693356,-0.47330192,-0.27236733,0.7621884,-0.046895795,-2.7907789,-0.6428751,-0.64545,-0.06754816,-0.671711,-0.64560187,-0.072610684,-0.7095637,-0.64601004,-0.08533164,-0.7206436,-0.6469351,-0.1032073,-0.71951264,-0.58921385,3.1199682,-0.4628223,-0.8072338,-0.31236553,-0.90347004,-0.25721598,-0.18704571,-0.1435406,-0.52930707,-0.8147089,-0.31991223,-0.90653396,-0.26249304,-0.17209014,-0.13094147,-0.61599594,-0.8252818,-0.3322235,-0.91007125,-0.26805153,-0.15318163,-0.10053597,-0.6581152,-0.8305876,-0.38709676,-0.9172844,-0.27377725,-0.0964519,-0.02795938,-0.6561472,-0.81806266,-0.4353512,-0.91730136,-0.30704832,-0.061246015,-0.05277914,-1.0121909,0.0
-0.9545874,-1.0635273,-0.7578122,-0.9904995,-1.1210897,-0.8261662,-1.0139188,3.3096952,16.655907,-0.82947415,10.104584,1.789483,-0.8925745,9.892479,2.3631766,-0.9545883,-1.063528,-0.7578136,-0.9905004,-1.1210911,-0.82617015,-1.0139194,3.3096788,16.655989,-0.82947433,10.104557,1.7894919,-0.892575,9.895568,2.3632033,-0.82644594,-0.35812545,-0.8079782,-0.3273506,0.15227641,0.022925364,-0.68979174,-0.83391315,-0.3715248,-0.81134087,-0.33315793,0.16826318,0.026886923,-0.7205943,-0.84431434,-0.39596274,-0.7757803,-0.2647973,0.1859698,0.01345772,-0.7221877,-0.8734161,-0.374872,-0.33570772,0.78445935,0.18249539,-0.69241923,-0.72014725,-0.87547576,-0.46166638,-0.19836739,1.0102512,-0.06926659,-2.5795777,-0.6595364,-0.64545,-0.06754816,-0.68979174,-0.64560187,-0.072610684,-0.7205943,-0.64601004,-0.08533164,-0.7221877,-0.64693505,-0.103203855,-0.72014725,-0.572222,4.0299,-0.4634879,-0.8072338,-0.31236553,-0.90347004,-0.25721598,-0.18704571,-0.1435406,-0.5295806,-0.8147089,-0.3199122,-0.90653396,-0.26249304,-0.17209014,-0.13094147,-0.61603254,-0.8252818,-0.3322235,-0.91007125,-0.26805153,-0.15318163,-0.10053597,-0.6581157,-0.8305876,-0.38709676,-0.9172844,-0.27377725,-0.0964519,-0.02795938,-0.6561472,-0.81806266,-0.4353512,-0.91730136,-0.30704832,-0.061246015,-0.05277914,-1.0121909,0.0
-0.97202396,-1.0274637,-0.7578124,-1.0021214,-1.0835414,-0.8283361,-1.0249099,-1.1642787,-0.90480006,-1.0052468,-1.2154465,-0.9251622,-0.9866485,-1.1905704,-0.99969447,-0.9720249,-1.0274644,-0.7578137,-1.0021223,-1.0835428,-0.82834005,-1.0249106,-1.1642839,-0.90481305,-1.005247,-1.215485,-0.92519844,-0.9866491,-1.1909922,-0.9997574,-0.79856175,-0.35812545,-0.7716048,-0.3273525,0.15227641,0.022925364,-0.7097689,-0.8058706,-0.37151396,-0.7753324,-0.33330342,0.16826318,0.026886923,-0.72777915,-0.8161295,-0.38991484,-0.7792412,-0.34154028,0.1859698,0.013472589,-0.7237467,-0.86546206,-0.35763952,-0.8212717,-0.36165172,0.21576825,-0.6541939,-0.7169281,-0.88454884,-0.47538,-0.8452011,-0.41595218,0.17319205,0.05039784,-0.6906221,-0.64545,-0.06754816,-0.7097689,-0.64560187,-0.072610684,-0.72777915,-0.64601004,-0.08533164,-0.7237467,-0.6469352,-0.10321377,-0.7169281,-0.648145,-0.12191019,-0.5730382,-0.78015405,-0.31236553,-0.76480854,-0.25721598,-0.18704571,-0.1435406,-0.6046909,-0.7874831,-0.3198982,-0.7675154,-0.26249304,-0.17209014,-0.13094147,-0.64617145,-0.797938,-0.32005134,-0.77063763,-0.26804078,-0.15318163,-0.10053609,-0.65832186,-0.84154445,-0.21717961,-0.79598546,-0.27162522,-0.09736363,-0.7901865,-0.63531035,-0.8544137,-0.28648445,-0.79953086,-0.30488658,-0.060795847,0.2908058,-1.0121909,0.0
0.70194757,2.1299458,0.0811981,1.0479436,1.908291,0.6215326,1.5195135,1.5668049,1.1316367,1.515329,1.4390689,1.19548,0.8597698,1.4125695,1.130457,0.70194745,2.1299446,0.081197135,1.0479436,1.9082872,0.6215309,1.5195135,1.5667928,1.1316348,1.515329,1.4390332,1.195479,0.8597699,1.4129722,1.1304508,1.9006251,-0.35812524,1.4208001,-0.3273525,0.15227641,0.022925364,2.192419,1.9086491,-0.3715271,1.41628,-0.33330342,0.16826318,0.026886923,2.3536334,1.9196129,-0.40204516,1.4166564,-0.34154803,0.1859698,0.013472698,2.1896923,1.9116675,-0.4493478,1.4865053,-0.36317956,0.21665415,-0.0517756,1.6684469,1.887114,-0.5084018,1.5502148,-0.4172516,0.17252688,-0.1744933,2.018102,-0.64545,-0.06754816,2.192419,-0.64560187,-0.072610684,2.3536334,-0.64601004,-0.08533164,2.1896923,-0.64684343,-0.096484385,1.6684469,-0.6478917,-0.10760149,-0.5730382,1.8411698,-0.31236556,1.4957399,-0.25721598,-0.18704571,-0.1435406,-0.6046909,1.8479725,-0.31991223,1.4988546,-0.26249304,-0.17209014,-0.13094147,-0.64620465,1.8583682,-0.3322235,1.5036676,-0.26805153,-0.15318163,-0.10053597,-0.66189843,1.8783804,-0.38709676,1.5399673,-0.27377725,-0.0964519,-0.02795938,-0.65753555,1.9051641,-0.43535122,1.5901709,-0.30704832,-0.061246015,-0.05277914,0.9876529,1.0
-0.8369222,4.782864,15.163642,-0.87210226,3.7579937,15.604987,-0.94514334,2.3498218,13.485769,-0.9952839,1.2267306,10.067031,-0.97922975,1.2033219,10.596617,-0.83692306,4.782862,15.163648,-0.8721031,3.7579882,15.605008,-0.94514394,2.349808,13.485834,-0.9952841,1.2266947,10.067178,-0.97923034,1.2036583,10.596864,3.7434576,15.068907,3.2978635,13.159106,-24.388367,-3.7587893,-0.492642,2.8784218,14.972605,2.8137853,14.283677,-34.018555,-4.3830066,-0.5999248,1.802865,13.722669,2.2664576,13.627407,-32.59245,-3.710705,-0.6946826,0.9634568,10.30293,1.3313742,10.1924925,-8.89141,-0.95149547,-0.6601484,1.0151117,9.424799,1.0193781,9.325814,-3.014736,-0.44112712,-0.45270994,-0.64545,-0.06754816,-0.492642,-0.64560187,-0.072610684,-0.5999248,-0.64601004,-0.08533164,-0.6946826,-0.6469352,-0.10321377,-0.6601484,-0.6478927,-0.10767672,-0.06099008,5.847102,8.460923,5.147973,4.795484,-0.16059516,-0.068162754,-0.18643007,5.528353,10.0924225,4.8491836,7.2430854,-0.66750336,-1.2470605,-0.42364347,4.696753,12.609195,4.087045,11.8689575,-4.136546,-6.6364737,-0.62148035,3.3424635,13.616414,2.9044278,13.242504,-5.730818,-9.084909,-0.61924297,0.9210465,11.142168,0.95272493,9.401494,-8.160497,-1.7037743,-1.0121909,0.0
1.4169568,0.928637,1.704288,1.479663,1.224121,1.4627174,1.6372756,1.3905346,1.2996336,1.5892113,1.4255375,1.2053754,1.0008459,1.4069761,1.1345963,1.4169569,0.92863595,1.7042879,1.4796633,1.2241176,1.462717,1.6372758,1.3905231,1.2996324,1.5892113,1.4255017,1.2053746,1.0008459,1.407377,1.1345904,-0.9212521,-0.35812548,-0.98698014,-0.3273525,0.15227641,0.022925364,-0.7097689,-0.9292578,-0.37152776,-0.99063,-0.33330342,0.16826318,0.026886923,-0.727787,-0.94037765,-0.4020904,-0.99488807,-0.34154803,0.1859698,0.013472698,-0.7245156,-0.95043606,-0.5144155,-1.0255126,-0.36346906,0.21665415,-0.0517756,-0.72205514,-0.9431324,-0.6030698,-1.0506582,-0.4180428,0.17252688,-0.1744933,-0.6906221,1.8102584,-0.06754816,-0.7097689,1.81018,-0.072610684,-0.727787,1.8100268,-0.08533164,-0.7245156,1.8097621,-0.10321377,-0.72205514,1.8096458,-0.122809134,-0.5730382,-0.8993051,-0.31236556,-0.98687816,-0.25721598,-0.18704571,-0.1435406,-0.6046909,-0.9072766,-0.31991223,-0.9901569,-0.26249304,-0.17209014,-0.13094147,-0.64620465,-0.9185784,-0.3322235,-0.99398446,-0.26805153,-0.15318163,-0.10053597,-0.66189843,-0.92476445,-0.38709676,-1.0027103,-0.27377725,-0.0964519,-0.02795938,-0.65753555,-0.91273516,-0.43535122,-1.0044732,-0.30704832,-0.061246015,-0.05277914,0.9876529,1.0
1.774872,0.59622747,1.7666942,1.7309045,0.9394357,1.6245022,1.7273884,1.2672468,1.3947165,1.508946,1.4038924,1.2207599,0.81552106,1.3958617,1.1426872,1.7748722,0.59622645,1.7666941,1.7309049,0.9394327,1.624502,1.7273885,1.2672356,1.3947158,1.5089461,1.4038566,1.2207594,0.81552106,1.3962592,1.1426814,-0.9212521,-0.35812548,-0.98698014,-0.3273525,0.15227641,0.022925364,-0.7097689,-0.9292578,-0.37152776,-0.99063,-0.33330342,0.16826318,0.026886923,-0.727787,-0.94037765,-0.4020904,-0.99488807,-0.34154803,0.1859698,0.013472698,-0.7245156,-0.95043606,-0.5144155,-1.0255126,-0.36346906,0.21665415,-0.0517756,-0.72205514,-0.9431324,-0.6030698,-1.0506582,-0.4180428,0.17252688,-0.1744933,-0.6906221,1.8102584,-0.06754816,-0.7097689,1.81018,-0.072610684,-0.727787,1.8100268,-0.08533164,-0.7245156,1.8097621,-0.10321377,-0.72205514,1.8096458,-0.122809134,-0.5730382,-0.8993051,-0.31236556,-0.98687816,-0.25721598,-0.18704571,-0.1435406,-0.6046909,-0.9072766,-0.31991223,-0.9901569,-0.26249304,-0.17209014,-0.13094147,-0.64620465,-0.9185784,-0.3322235,-0.99398446,-0.26805153,-0.15318163,-0.10053597,-0.66189843,-0.92476445,-0.38709676,-1.0027103,-0.27377725,-0.0964519,-0.02795938,-0.65753555,-0.91273516,-0.43535122,-1.0044732,-0.30704832,-0.061246015,-0.05277914,0.9876529,1.0
1.7570287,0.09322715,1.5423857,1.7666146,0.51668614,1.6606461,1.7560077,1.0800419,1.5038128,1.6057621,1.3853878,1.2335721,1.0133232,1.3889114,1.1477013,1.757029,0.09322625,1.5423856,1.7666148,0.51668346,1.6606461,1.7560079,1.080031,1.503813,1.6057622,1.385352,1.2335718,1.0133232,1.3893065,1.1476955,-0.9212521,-0.35812548,-0.98698014,-0.3273525,0.15227641,0.022925364,-0.7097689,-0.9292578,-0.37152776,-0.99063,-0.33330342,0.16826318,0.026886923,-0.727787,-0.94037765,-0.4020904,-0.99488807,-0.34154803,0.1859698,0.013472698,-0.7245156,-0.95043606,-0.5144155,-1.0255126,-0.36346906,0.21665415,-0.0517756,-0.72205514,-0.9431324,-0.6030698,-1.0506582,-0.4180428,0.17252688,-0.1744933,-0.6906221,1.8102584,-0.06754816,-0.7097689,1.81018,-0.072610684,-0.727787,1.8100268,-0.08533164,-0.7245156,1.8097621,-0.10321377,-0.72205514,1.8096458,-0.122809134,-0.5730382,-0.8993051,-0.31236556,-0.98687816,-0.25721598,-0.18704571,-0.1435406,-0.6046909,-0.9072766,-0.31991223,-0.9901569,-0.26249304,-0.17209014,-0.13094147,-0.64620465,-0.9185784,-0.3322235,-0.99398446,-0.26805153,-0.15318163,-0.10053597,-0.66189843,-0.92476445,-0.38709676,-1.0027103,-0.27377725,-0.0964519,-0.02795938,-0.65753555,-0.91273516,-0.43535122,-1.0044732,-0.30704832,-0.061246015,-0.05277914,0.9876529,1.0
1.5558887,0.7971951,1.7490016,1.5707672,1.1161059,1.5371251,1.6753354,1.348381,1.3342197,1.5360365,1.416656,1.2117414,0.87679607,1.4022787,1.1380293,1.5558889,0.79719406,1.7490015,1.5707675,1.1161027,1.5371246,1.6753356,1.3483696,1.3342186,1.5360366,1.4166203,1.2117409,0.87679607,1.402678,1.1380235,-0.9212521,-0.35812548,-0.98698014,-0.3273525,0.15227641,0.022925364,-0.7097689,-0.9292578,-0.37152776,-0.99063,-0.33330342,0.16826318,0.026886923,-0.727787,-0.94037765,-0.4020904,-0.99488807,-0.34154803,0.1859698,0.013472698,-0.7245156,-0.95043606,-0.5144155,-1.0255126,-0.36346906,0.21665415,-0.0517756,-0.72205514,-0.9431324,-0.6030698,-1.0506582,-0.4180428,0.17252688,-0.1744933,-0.6906221,1.8102584,-0.06754816,-0.7097689,1.81018,-0.072610684,-0.727787,1.8100268,-0.08533164,-0.7245156,1.8097621,-0.10321377,-0.72205514,1.8096458,-0.122809134,-0.5730382,-0.8993051,-0.31236556,-0.98687816,-0.25721598,-0.18704571,-0.1435406,-0.6046909,-0.9072766,-0.31991223,-0.9901569,-0.26249304,-0.17209014,-0.13094147,-0.64620465,-0.9185784,-0.3322235,-0.99398446,-0.26805153,-0.15318163,-0.10053597,-0.66189843,-0.92476445,-0.38709676,-1.0027103,-0.27377725,-0.0964519,-0.02795938,-0.65753555,-0.91273516,-0.43535122,-1.0044732,-0.30704832,-0.061246015,-0.05277914,0.9876529,1.0
